DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH
1704,MEGHALAYA,WEST KHASI HILLS,1,4,781,72,385601,11.15,86644.54,30.25,981,0.04,97.82,79.3,78.3,80.29,5247,61883,34425,1248,14,0,417,4,0,16,0,1699,501,1,0,275,3,0,3,0,783,745,13,0,142,1,0,13,0,914,2,0,0,0,0,0,0,0,2,464,1,0,245,1,0,3,0,714,994,2,0,385,4,0,11,0,1396,688,9,0,120,0,0,8,0,825,1248,14,0,416,4,0,16,0,1698,1248,14,0,417,4,0,16,0,1699,55582,1295,0,19233,866,0,1443,0,78419,25051,197,0,10185,619,0,283,0,36335,30489,1098,0,9048,247,0,1160,0,42042,42,0,0,0,0,0,0,0,42,22406,197,0,8785,131,0,283,0,31802,24819,532,0,6698,0,0,597,0,32646,1175,7,0,1045,60,0,27,0,2314,1517,60,0,575,20,0,105,0,2277,2,0,0,0,0,0,0,0,2,298,3,0,32,0,0,3,336,198,2,0,10,0,0,0,210,461,8,0,189,3,0,13,674,172,4,0,105,3,0,10,294,131,6,0,51,1,0,7,196,1021,9,0,380,4,0,14,1428,1050,10,0,392,4,0,15,1471,824,8,0,276,4,0,13,1125,121,6,0,164,3,0,13,307,31,2,0,92,4,0,9,138,297,1,0,168,2,0,6,474,341,1,0,190,2,0,7,541,280,9,0,247,0,0,4,540,987,2,0,384,1,0,6,1380,849,2,0,347,1,0,6,1205,939,2,0,366,1,0,6,1314,915,4,0,295,0,0,3,128,1217,994,2,0,384,4,0,11,1395,3583,66,0,1359,25,0,64,5097,2694,67,0,1620,80,0,132,4593,1435,43,0,801,37,0,61,2377,1259,24,0,819,43,0,71,27017,673,0,10234,463,0,775,39162,1067,24897,289,326,1072,1205,2,0,0,11,0,0,0,6,0,0,1,0,0,0,1254,24,0,791,23,0,64,1427,43,0,799,31,0,58,0,0,0,7,5,0,2,2,0,0,1,2,0,1,61,1,0,47,0,0,1,52,1,0,41,0,0,2,172,147,281,273,133,150,862,898
1705,MEGHALAYA,RI BHOI,1,3,581,52,258380,9.74,51546.81,34.02,951,0.23,88.89,77.22,75.85,78.52,2448,37539,21960,779,33,4,298,2,10,9,0,1135,471,2,3,184,1,3,1,0,665,308,31,1,114,1,7,8,0,470,0,0,0,0,0,0,0,0,0,462,2,2,176,1,3,1,0,647,641,7,3,265,1,5,5,0,927,300,31,1,113,1,7,8,0,461,779,33,4,298,2,10,9,0,1135,779,33,4,298,2,10,9,0,1135,45536,3873,870,16639,119,2058,438,19,69552,25569,319,740,8228,119,889,192,0,36056,19967,3554,130,8411,0,1169,246,19,33496,0,0,0,0,0,0,0,0,0,25049,319,584,7621,119,889,192,0,34773,18767,3554,130,8138,0,1169,246,19,32023,1101,23,54,718,16,44,18,0,1974,858,214,23,490,12,73,61,0,1731,0,0,0,0,0,0,0,0,0,65,0,0,9,0,1,1,76,35,0,0,1,0,0,0,36,392,25,4,181,2,10,8,622,263,16,4,118,1,7,5,414,109,11,4,64,2,7,4,201,737,32,3,284,2,9,9,1076,742,32,3,286,2,9,9,1083,467,22,4,202,2,8,7,712,118,12,4,114,1,6,6,261,64,10,3,93,1,3,4,178,190,0,2,60,0,0,1,253,245,2,2,82,1,0,1,333,235,26,1,151,0,1,2,416,634,6,0,258,0,0,2,900,590,5,0,239,0,0,1,835,625,6,0,254,0,0,2,887,460,11,0,183,1,2,6,117,663,632,7,2,262,0,1,3,907,2694,217,32,1151,11,82,40,4227,1959,237,77,1208,28,117,79,3705,1167,183,33,668,13,70,42,2176,792,54,44,540,15,47,37,21980,1948,406,8937,63,1008,246,34600,613,17581,369,257,649,1082,6,1,2,5,2,4,2,12,3,1,4,1,2,0,753,52,13,462,5,35,28,1130,163,18,639,10,64,42,8,1,2,16,2,4,2,4,0,0,4,0,0,0,119,2,0,62,0,0,0,132,2,0,74,0,0,0,138,125,207,178,175,263,673,916
1706,MEGHALAYA,EAST KHASI HILLS,1,9,827,107,824059,44.42,134404.02,24.68,1008,0.68,80.05,84.7,84.15,85.26,2748,98498,57915,1569,48,21,696,3,60,59,0,2456,585,4,8,435,1,3,5,0,1041,936,38,11,247,2,52,53,0,1339,48,6,2,14,0,5,1,0,76,579,2,5,414,1,2,5,0,1008,1310,4,9,623,2,3,49,0,2000,857,32,5,204,2,37,36,0,1173,1565,48,18,690,3,60,52,0,2436,1566,47,20,692,3,58,57,0,2443,93150,7647,11190,37052,397,12403,8268,101,170208,29966,564,5008,16424,123,1106,475,0,53666,61651,6512,6008,20413,274,10537,7782,101,113278,1533,571,174,215,0,760,11,0,3264,29537,303,2673,15404,123,801,475,0,49316,50711,4885,1425,15795,274,5687,4099,101,82977,1570,49,298,1649,21,71,49,0,3707,3320,322,457,1024,37,756,690,0,6606,148,41,27,34,0,64,11,0,325,130,0,0,13,0,0,0,143,105,0,0,8,0,0,0,113,1232,44,21,601,3,58,59,2018,400,26,17,237,2,41,41,764,621,35,20,319,2,53,52,1102,1337,40,20,639,3,53,56,2148,1413,44,18,662,3,55,51,2246,1149,28,21,479,3,53,54,1787,456,32,21,358,2,54,53,976,126,19,20,207,2,40,49,463,567,5,4,373,1,1,11,962,652,6,6,415,1,6,17,1103,294,20,4,239,0,25,6,588,1303,4,1,609,1,1,34,1953,1234,4,0,546,1,1,33,1819,1285,4,0,591,1,1,33,1915,935,7,1,456,0,9,10,429,1418,1305,4,8,618,1,2,42,1980,5865,321,318,2409,12,546,288,9759,5038,412,782,2707,58,891,750,10638,3773,348,560,1789,32,745,515,7762,1265,64,222,918,26,146,235,45981,4168,5898,19625,179,4901,4787,85589,1557,52487,1862,608,1626,4980,8,13,15,10,0,2,7,27,9,8,4,0,9,3,1160,45,85,845,9,106,152,3540,305,434,1697,23,567,432,8,1,34,9,0,2,1,7,2,6,10,0,6,3,87,2,0,61,0,0,5,266,12,0,124,0,0,13,252,435,352,565,221,530,847,1943
1707,MEGHALAYA,JAINTIA HILLS,1,3,297,53,392852,7.25,86663.15,31.34,1008,0.33,95.19,63.26,66.71,59.75,3819,65151,35675,807,13,3,244,5,7,11,0,1090,525,0,0,171,4,3,3,0,706,264,6,3,69,1,3,5,0,351,18,7,0,4,0,1,3,0,33,509,0,0,154,2,1,3,0,669,697,1,1,233,5,3,5,0,945,242,3,1,63,0,2,2,0,313,806,13,3,244,4,7,10,0,1087,806,13,3,244,5,7,11,0,1089,41948,1668,1416,13861,1303,1724,991,90,63001,24912,0,0,7709,1092,1011,433,0,35157,16514,984,1416,6056,211,546,462,90,26279,522,684,0,96,0,167,96,0,1565,23725,0,0,6851,331,248,433,0,31588,12861,489,504,5180,0,489,194,26,19743,1389,0,0,692,128,54,36,0,2299,852,59,81,353,24,46,58,0,1473,57,55,0,15,0,15,18,0,160,154,1,0,11,0,0,1,167,79,0,0,0,0,0,0,79,622,13,3,204,5,7,10,864,297,6,2,116,5,2,8,436,170,6,3,65,4,5,8,261,582,6,3,183,5,6,8,793,652,6,3,213,4,6,7,891,299,6,3,92,4,5,8,417,89,6,3,95,5,5,9,212,17,3,3,48,4,4,7,86,136,0,0,41,0,0,2,179,182,0,1,58,2,0,2,245,345,8,0,153,0,3,4,513,651,1,0,230,0,2,4,888,591,1,0,184,0,1,4,781,644,1,0,226,0,2,4,877,527,1,0,145,0,0,5,93,678,692,1,0,233,1,2,5,934,2400,102,36,810,36,65,42,3491,2298,114,81,1060,152,115,112,3932,1802,94,58,699,94,76,63,2886,496,20,23,361,58,39,49,21407,1042,673,8020,510,864,562,33124,808,26593,358,162,401,1072,4,0,0,3,3,0,1,5,0,1,2,1,1,0,484,19,19,340,42,38,43,1793,94,55,691,85,75,61,2,0,0,10,3,1,1,0,0,1,2,4,0,2,40,2,0,15,0,4,0,73,2,0,23,0,4,0,142,369,224,545,53,210,386,1144
1708,MEGHALAYA,NORTH GARO HILLS,1,2,570,41,,,,,,,,,,,,,,606,9,2,184,3,5,15,0,824,423,0,0,136,2,0,5,0,566,183,9,2,48,1,5,10,0,258,0,0,0,0,0,0,0,0,0,394,0,0,127,1,0,3,0,525,582,4,0,181,3,1,15,0,786,171,7,2,42,1,4,7,0,234,605,9,2,182,3,5,15,0,821,606,9,2,184,3,5,15,0,824,28092,1377,440,8667,449,1260,3097,0,43382,20385,0,0,5401,273,0,1243,0,27302,7707,1377,440,3266,176,1260,1854,0,16080,0,0,0,0,0,0,0,0,0,18266,0,0,4931,156,0,884,0,24237,7133,678,440,2845,176,940,1213,0,13425,963,0,0,527,43,0,49,0,1582,415,67,37,229,17,80,143,0,988,0,0,0,0,0,0,0,0,0,133,0,0,1,0,0,0,134,50,0,0,0,0,0,0,50,409,8,2,129,3,5,15,571,385,4,1,132,3,4,13,542,84,4,1,31,2,3,4,129,560,7,2,175,3,5,15,767,571,8,2,179,3,5,15,783,426,7,1,117,3,5,15,574,44,4,1,60,3,5,15,132,16,1,0,35,3,5,12,72,61,0,1,30,0,0,3,95,89,0,2,37,0,0,4,132,121,3,1,131,0,1,0,257,580,4,0,179,1,1,10,775,500,3,0,121,0,1,7,632,574,4,0,175,1,1,10,765,414,0,0,128,0,0,0,41,542,578,4,0,178,2,1,10,773,1456,61,2,583,19,52,55,2228,1378,67,37,756,60,80,192,2570,574,36,16,220,25,42,71,984,804,31,21,536,35,38,121,13874,697,235,4301,259,668,1679,21713,529,11016,117,197,578,410,1,0,0,8,0,1,0,5,0,0,4,0,1,0,798,28,18,507,20,30,88,566,36,16,210,24,35,68,2,0,1,8,0,0,5,0,0,0,0,0,0,0,13,0,0,9,0,0,1,9,0,0,0,0,0,1,287,166,439,255,67,42,569,319
1709,MEGHALAYA,EAST JAINTIA HILLS,1,2,179,29,,,,,,,,,,,,,,482,18,0,131,0,3,10,0,644,345,0,0,88,0,0,3,0,436,130,15,0,40,0,1,7,0,193,7,3,0,3,0,2,0,0,15,345,0,0,88,0,0,3,0,436,444,2,0,117,0,0,9,0,572,130,15,0,40,0,1,7,0,193,482,18,0,131,0,3,10,0,644,482,18,0,131,0,3,10,0,644,22104,2576,0,7058,0,610,783,12,33143,16068,0,0,4333,0,0,304,0,20705,5492,1543,0,2673,0,58,479,12,10257,544,1033,0,52,0,552,0,0,2181,16068,0,0,4333,0,0,304,0,20705,5492,1543,0,2673,0,58,479,12,10257,794,0,0,356,0,0,28,0,1178,293,86,0,173,0,8,47,0,607,24,30,0,7,0,39,0,0,100,108,0,0,9,0,0,1,118,58,0,0,1,0,0,0,59,289,14,0,90,0,3,10,406,173,9,0,61,0,1,7,251,105,11,0,43,0,1,9,169,330,10,0,95,0,2,8,445,416,13,0,112,0,3,10,554,146,8,0,48,0,3,7,212,50,10,0,45,0,2,6,113,10,4,0,33,0,1,3,51,42,0,0,9,0,0,1,52,84,2,0,19,0,1,1,107,265,11,0,95,0,3,3,377,420,2,0,117,0,0,7,546,320,2,0,92,0,0,5,419,395,2,0,111,0,0,6,514,342,7,0,84,0,0,4,44,437,439,2,0,117,0,0,7,565,1275,124,0,428,0,26,34,1887,1111,116,0,536,0,47,75,1885,763,78,0,314,0,26,42,1223,348,38,0,222,0,21,33,11086,1336,0,3944,0,262,461,17096,489,14845,130,76,211,396,1,3,0,6,0,0,1,5,1,0,2,0,0,0,347,27,0,207,0,9,30,757,65,0,309,0,19,41,0,1,0,5,0,0,0,0,2,0,0,0,0,0,19,0,0,10,0,0,1,39,0,0,17,0,0,0,52,103,92,186,44,106,324,576
1710,MEGHALAYA,SOUTH WEST KHASI HILLS,1,2,309,39,,,,,,,,,,,,,,614,2,0,277,2,0,3,0,898,245,0,0,181,1,0,0,0,427,369,2,0,95,1,0,3,0,470,0,0,0,1,0,0,0,0,1,245,0,0,181,1,0,0,0,427,466,1,0,255,2,0,3,0,727,368,2,0,95,1,0,3,0,469,614,2,0,275,2,0,3,0,896,614,2,0,277,2,0,3,0,898,22749,111,0,9199,495,0,355,107,33016,10599,0,0,5004,219,0,0,0,15822,12150,111,0,4171,276,0,355,107,17170,0,0,0,24,0,0,0,0,24,10599,0,0,5004,219,0,0,0,15822,12122,111,0,4171,276,0,355,107,17142,605,0,0,669,19,0,0,0,1293,788,3,0,381,20,0,43,0,1235,0,0,0,3,0,0,0,0,3,137,1,0,14,0,0,1,153,59,1,0,1,0,0,0,61,237,0,0,129,2,0,3,371,55,1,0,35,1,0,2,94,47,1,0,29,2,0,1,80,473,1,0,231,2,0,3,710,497,1,0,249,2,0,3,752,332,0,0,131,2,0,3,468,35,0,0,48,2,0,3,88,14,0,0,25,2,0,3,44,142,0,0,98,0,0,0,240,174,0,0,121,0,0,1,296,183,1,0,151,0,0,0,335,462,1,0,253,2,0,1,719,405,1,0,210,2,0,1,619,447,1,0,235,2,0,1,686,491,1,0,238,0,0,1,94,731,458,1,0,249,2,0,2,712,1714,3,0,935,8,0,9,2669,1393,3,0,1053,39,0,43,2531,673,0,0,463,22,0,20,1178,720,3,0,590,17,0,23,10943,53,0,4608,248,0,196,16110,497,7262,87,137,654,581,1,0,0,8,0,0,0,2,0,0,2,0,0,0,713,3,0,569,17,0,22,670,0,0,457,22,0,20,0,0,0,2,0,0,1,0,0,0,1,0,0,0,26,0,0,29,0,0,0,31,0,0,23,0,0,0,75,58,157,131,59,51,540,465
1711,MEGHALAYA,SOUTH WEST GARO HILLS,1,2,427,37,,,,,,,,,,,,,,528,8,0,175,1,3,9,0,724,374,0,0,120,1,0,0,0,495,154,8,0,55,0,3,9,0,229,0,0,0,0,0,0,0,0,0,374,0,0,120,1,0,0,0,495,478,0,0,175,1,0,9,0,663,154,8,0,55,0,3,9,0,229,528,8,0,173,1,3,8,0,721,528,8,0,175,1,3,9,0,724,23107,1225,0,9996,220,978,1122,11,36659,15163,0,0,5893,220,0,0,0,21276,7944,1225,0,4103,0,978,1122,11,15383,0,0,0,0,0,0,0,0,0,15163,0,0,5893,220,0,0,0,21276,7944,1225,0,4103,0,978,1122,11,15383,812,0,0,469,19,0,0,0,1300,463,75,0,259,0,37,126,0,960,0,0,0,0,0,0,0,0,0,146,0,0,7,0,0,0,153,72,0,0,0,0,0,0,72,234,1,0,100,1,3,7,346,81,2,0,60,0,3,8,154,36,1,0,13,1,3,3,57,415,6,0,140,1,3,6,571,444,6,0,146,1,3,6,606,339,3,0,106,1,3,6,458,23,1,0,62,1,3,8,98,13,2,0,21,1,2,4,43,50,0,0,27,1,0,1,79,69,0,0,30,1,1,2,103,158,6,0,114,0,3,0,281,478,0,0,168,0,0,0,646,417,0,0,152,0,0,0,569,474,0,0,168,0,0,0,642,389,0,0,106,0,0,4,48,499,475,0,0,173,1,0,5,654,1205,53,0,525,6,27,30,1846,1275,75,0,728,19,37,126,2260,548,42,0,207,4,21,32,854,727,33,0,521,15,16,94,11251,668,0,4914,92,519,567,18015,248,5152,70,188,569,391,20,0,0,9,1,1,4,10,0,0,5,0,0,3,577,26,0,371,1,7,46,487,39,0,179,1,14,22,19,2,0,13,1,1,1,10,1,0,3,2,0,0,150,2,0,59,0,0,0,59,1,0,27,0,0,0,171,97,327,196,42,34,510,267
1801,ASSAM,KOKRAJHAR,1,4,967,140,886999,6.17,131896.75,5.19,958,3.33,31.41,66.63,59.54,73.44,3296,100542,64402,2247,60,3,418,10,50,7,0,2795,1515,15,1,277,10,0,7,0,1825,36,45,2,136,0,50,0,0,269,696,0,0,5,0,0,0,0,701,1481,14,1,259,7,0,5,0,1767,1515,15,1,413,10,0,7,0,1961,36,45,1,133,0,42,0,0,257,2237,60,3,383,9,50,6,0,2748,2244,60,3,415,10,50,7,0,2789,111900,7199,2798,42726,2864,13124,1588,0,182199,83292,2642,353,33153,2864,0,1588,0,123892,1888,4557,2445,9227,0,13124,0,0,31241,26720,0,0,346,0,0,0,0,27066,80815,2501,353,31876,2173,0,1161,0,118879,1888,4557,1278,9097,0,10360,0,0,27180,3395,115,17,2044,410,0,173,0,6154,251,444,66,986,0,934,0,0,2681,1661,0,0,29,0,0,0,0,1690,873,1,0,33,0,1,0,908,238,1,0,0,0,0,0,239,1908,48,3,374,10,47,6,2396,1578,46,3,346,8,34,5,2020,308,28,3,84,9,37,7,476,1555,40,3,300,8,44,7,1957,1597,52,3,298,9,50,6,2015,1626,56,3,319,10,50,7,2071,132,32,3,92,10,38,7,314,23,37,3,97,8,41,7,216,1135,14,0,121,2,5,1,1278,1214,17,1,139,3,10,1,1385,272,46,1,22,0,29,0,370,1510,15,0,355,10,0,6,1896,1117,11,0,183,8,0,3,1322,1504,15,0,353,10,0,6,1888,1481,11,0,128,0,2,0,124,1622,1514,15,1,413,8,0,4,1955,4985,439,56,1729,84,576,40,7909,5307,559,83,3059,410,934,173,10525,1562,218,40,635,140,453,67,3115,3745,341,43,2424,270,481,106,55840,3068,1317,22433,1227,5657,810,90352,2079,28070,68,86,1662,1019,128,4,2,62,6,11,4,36,10,1,12,4,12,2,1599,180,24,959,116,243,57,777,103,28,306,80,207,35,776,77,4,496,60,94,17,339,48,4,157,35,111,9,362,9,0,177,0,0,0,135,1,0,25,0,0,0,1939,764,3664,1245,580,285,839,406
1802,ASSAM,DHUBRI,1,7,1043,200,1948632,10.36,358938.01,24.4,952,3.61,0.33,59.36,54.26,64.2,2176,269906,162913,2987,182,1,946,36,72,41,0,4265,2176,54,1,415,35,0,32,0,2713,117,128,0,505,0,72,8,0,830,694,0,0,26,1,0,1,0,722,2066,52,1,379,25,0,26,0,2549,2176,54,1,920,35,0,39,0,3225,111,120,0,496,0,53,8,0,788,2967,181,1,870,35,72,38,0,4164,2987,182,1,944,35,72,41,0,4262,290785,33273,212,101494,10123,23272,7008,0,466167,245248,15004,212,58797,10090,0,6117,0,335468,7842,18269,0,41695,0,23272,824,0,91902,37695,0,0,1002,33,0,67,0,38797,232836,14652,212,53581,6868,0,4308,0,312457,7628,17297,0,41186,0,16535,824,0,83470,7071,365,15,2329,809,0,489,0,11078,708,1206,0,3333,0,1245,127,0,6619,1607,0,0,200,14,0,13,0,1834,1132,11,0,38,1,1,1,1184,202,14,0,1,0,2,0,219,2247,166,1,763,33,71,36,3317,2172,95,1,773,24,28,28,3121,286,73,1,92,26,55,14,547,2142,140,1,464,27,61,22,2857,2237,154,1,496,35,69,30,3022,2987,182,1,946,36,72,41,4265,230,64,1,241,36,43,31,646,22,30,0,99,28,25,19,223,458,20,0,120,10,0,8,616,494,21,0,128,11,3,11,668,434,123,0,100,2,47,0,706,2160,53,0,876,33,0,36,3158,1390,37,0,327,21,0,21,1796,2115,53,0,840,33,0,35,3076,729,12,0,152,1,0,1,256,895,2176,54,1,918,33,0,33,3215,8154,1478,8,3442,194,880,187,14343,9386,1571,15,5862,823,1245,629,19531,2385,577,0,938,180,540,108,4728,7001,994,15,4924,643,705,521,146629,15251,101,56652,4662,9791,3413,236499,1963,43636,88,124,4685,1934,540,41,4,102,29,25,15,254,24,0,30,9,16,5,391,9,0,39,8,6,8,160,6,0,7,2,8,2,1249,171,3,524,85,96,53,592,118,0,150,38,117,26,417,32,0,281,0,0,5,151,14,0,48,0,0,0,5011,1425,7249,1980,1245,302,1449,400
1803,ASSAM,GOALPARA,1,4,694,127,1008959,13.66,165771.96,22.74,962,4.47,22.97,68.67,64.53,72.67,1824,124925,75457,1823,98,5,444,19,40,33,0,2462,1500,43,1,234,16,1,24,0,1819,65,49,4,186,3,39,8,0,354,258,6,0,24,0,0,1,0,289,1458,43,1,220,14,1,20,0,1757,1500,43,1,416,19,1,30,0,2010,60,45,2,179,3,27,8,0,324,1811,96,5,389,19,39,26,0,2385,1799,94,5,440,18,40,33,0,2429,131233,14417,1117,44482,3745,10907,6563,0,212464,117131,8187,239,30929,3583,287,5882,0,166238,3832,5854,878,12555,162,10620,601,0,34502,10270,376,0,998,0,0,80,0,11724,110754,8187,239,28729,3082,287,4903,0,156181,3629,5142,670,11776,162,7731,601,0,29711,3561,298,17,1329,387,12,426,0,6030,455,544,59,1133,51,642,112,0,2996,588,34,0,154,0,0,14,0,790,399,2,0,50,0,0,0,451,272,1,0,1,0,0,0,274,1499,80,4,398,17,29,30,2057,1351,72,4,384,18,33,28,1890,688,44,5,60,13,31,15,856,1459,85,5,336,16,38,30,1969,1619,95,5,321,18,39,26,2123,1807,98,5,440,19,40,33,2442,144,53,5,114,17,30,26,389,50,30,3,75,11,14,19,202,849,28,2,104,5,1,9,998,870,32,2,109,7,4,12,1036,426,49,4,30,1,22,3,535,1493,43,0,413,18,1,29,1997,1273,39,0,247,12,1,24,1596,1476,43,0,398,17,1,29,1964,908,12,1,139,3,0,3,174,1066,1500,43,1,416,16,1,27,2004,4772,677,34,1396,95,374,171,7519,4604,876,76,2616,438,654,552,9816,1558,335,35,512,108,330,144,3022,3046,541,41,2104,330,324,408,64267,6724,473,24102,1454,5106,3819,105945,1350,3092,84,160,1896,1100,173,20,2,70,8,4,17,103,29,8,24,9,18,6,578,68,0,206,16,45,80,327,58,4,80,8,55,37,453,75,11,185,37,37,45,255,34,5,81,16,45,26,404,36,0,173,5,0,9,212,13,0,40,0,0,1,2514,974,3405,1184,831,518,891,550
