DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH
1804,ASSAM,BONGAIGAON,1,4,504,67,732639,13.76,113778.84,19.58,961,11.21,2.55,70.44,65.18,75.48,1093,85067,53710,1017,58,1,326,12,39,14,0,1467,847,27,1,178,10,0,13,0,1076,19,29,0,141,2,39,1,0,231,151,2,0,7,0,0,0,0,160,805,26,0,155,7,0,11,0,1004,847,27,1,318,12,0,14,0,1219,18,29,0,136,2,28,1,0,214,1016,57,1,298,12,39,10,0,1433,1016,57,1,326,12,39,14,0,1465,81731,9294,1069,34158,2623,10359,2767,0,142001,74006,6215,1069,23291,2512,0,2707,0,109800,1099,2969,0,10299,111,10359,60,0,24897,6626,110,0,568,0,0,0,0,7304,68964,5943,0,20814,1671,0,2252,0,99644,1083,2969,0,9896,111,6633,60,0,20752,2522,231,39,1166,311,0,195,0,4464,143,329,0,816,31,772,17,0,2108,320,18,0,43,0,0,0,0,381,257,1,0,8,0,0,0,266,69,0,0,0,0,0,0,69,774,53,1,279,12,38,12,1169,676,43,1,285,11,26,11,1053,181,31,1,56,8,35,11,323,868,47,1,233,10,33,14,1206,896,50,1,231,11,35,10,1234,1001,57,1,326,12,38,14,1449,137,36,1,82,10,34,13,313,11,18,1,61,8,18,11,128,513,21,0,89,1,2,5,631,532,21,0,94,4,4,6,661,156,27,0,12,1,27,0,223,845,27,0,300,10,0,14,1196,599,17,0,156,7,0,10,789,830,27,0,294,10,0,14,1175,391,7,0,68,0,4,0,124,470,847,27,1,317,10,0,12,1214,2746,452,24,1091,61,428,52,4854,2985,578,39,2025,342,772,212,6953,1021,247,16,467,118,376,67,2312,1964,331,23,1558,224,396,145,41402,4439,518,18426,983,4367,1575,71710,930,15625,171,211,1282,826,220,29,5,120,11,41,1,94,12,2,31,6,22,6,63,7,2,24,3,12,1,47,5,1,10,4,27,1,670,84,5,284,55,118,53,384,74,2,138,31,125,34,288,15,0,139,0,0,0,130,17,0,66,0,0,0,1701,801,2713,1145,239,183,362,244
1805,ASSAM,BARPETA,1,7,831,161,1693190,8.7,280561.58,21.4,951,5.63,1.62,65.03,59.04,70.72,2282,209819,134115,2264,162,19,658,58,83,91,0,3335,1951,35,6,394,50,2,78,0,2516,83,127,13,250,8,81,9,0,571,230,0,0,14,0,0,4,0,248,1881,29,5,379,44,2,63,0,2403,1951,35,6,639,56,3,86,0,2776,82,121,7,242,7,62,9,0,530,2260,161,19,602,55,82,63,0,3242,2259,158,19,658,58,83,88,0,3323,183360,21892,6199,66843,11516,21474,13246,0,324530,168012,5295,1853,47156,10758,613,12301,0,245988,5425,16597,4346,19067,758,20861,708,0,67762,9923,0,0,620,0,0,237,0,10780,162321,4617,1526,45921,9373,613,10050,0,234421,5413,16077,1683,18370,758,13874,708,0,56883,5257,292,77,2321,1146,30,1169,0,10292,649,1508,248,1619,139,1457,136,0,5756,515,0,0,90,0,0,54,0,659,523,2,0,20,1,0,1,547,188,0,0,3,0,0,0,191,1345,135,17,441,47,72,79,2136,820,75,10,407,45,42,66,1465,340,91,10,59,34,66,50,650,1789,124,17,394,53,72,76,2525,1963,141,17,423,53,75,58,2730,2151,156,19,637,58,81,91,3193,197,86,16,184,53,69,81,686,19,39,15,86,45,33,59,296,1180,27,4,205,5,2,10,1433,1220,32,8,211,9,5,20,1505,213,116,14,13,3,53,1,413,1947,35,1,631,55,2,85,2756,1506,25,1,379,40,2,60,2013,1901,35,1,606,55,2,85,2685,857,18,0,195,5,2,17,302,1094,1950,35,3,638,50,2,72,2750,6549,1268,211,2308,395,853,447,12031,6421,1800,325,4030,1285,1487,1359,16707,2141,723,124,822,316,617,398,5141,4280,1077,201,3208,969,870,961,93861,9128,2463,37304,5341,9114,7260,164471,2032,41272,120,205,3757,1999,296,47,11,124,23,34,29,168,33,9,33,9,27,8,206,15,3,98,26,16,27,88,15,4,23,14,17,7,556,69,13,219,54,73,67,347,41,9,84,29,55,35,1017,51,5,717,13,23,2,557,33,1,204,1,9,2,3862,1504,6280,2208,880,711,1020,784
1806,ASSAM,KAMRUP-RURAL,1,9,922,159,1517202,9.36,194960.46,15.67,946,7.11,12,72.81,67.69,77.64,3105,145568,95632,2170,111,4,548,55,88,84,0,3060,1901,60,0,310,50,1,79,0,2401,38,49,4,225,4,86,3,0,409,231,2,0,13,1,1,2,0,250,1873,58,0,306,46,1,73,0,2357,1901,60,0,535,54,2,82,0,2634,36,47,4,223,4,78,3,0,395,2158,109,4,484,53,88,61,0,2957,2154,107,4,544,55,88,83,0,3035,128304,16485,2419,44524,10294,21747,12144,0,235917,114870,8998,0,30799,9785,300,11990,0,176742,2565,7405,2419,13033,436,21330,122,0,47310,10869,82,0,692,73,117,32,0,11865,112181,8825,0,30430,9000,300,11220,0,171956,2469,7298,2419,12980,436,19411,122,0,45135,4481,595,0,2159,1223,13,1236,0,9707,284,581,72,1508,76,1397,41,0,3959,560,9,0,80,20,17,19,0,705,392,4,0,5,0,7,1,409,215,2,0,2,0,1,0,220,1849,105,4,472,45,86,78,2639,1583,78,3,446,42,47,60,2259,577,75,4,81,40,67,51,895,1723,89,4,300,47,77,62,2302,1952,99,4,310,52,80,60,2557,1996,107,4,481,55,78,82,2803,189,65,4,178,50,71,81,638,30,30,3,44,46,35,62,250,1065,51,0,173,5,1,15,1310,1276,62,0,288,18,9,22,1675,159,35,2,25,3,42,0,266,1896,60,0,530,51,1,80,2618,1342,32,0,264,32,1,42,1713,1572,48,0,451,48,1,68,2188,1239,11,0,224,2,7,15,332,1498,1899,60,0,534,53,2,78,2626,6216,836,71,2024,365,789,444,10745,5325,1185,72,3747,1319,1427,1296,14371,1770,490,36,784,381,641,424,4526,3555,695,36,2963,938,786,872,66110,7458,1040,24432,4679,9364,6744,119827,2029,29738,117,174,2517,1442,245,42,3,159,23,41,47,128,35,2,43,21,38,29,420,30,0,155,6,34,57,182,35,1,59,8,53,32,554,131,3,370,95,74,177,361,87,1,146,67,67,81,760,78,0,489,1,0,10,412,34,0,134,0,1,1,4992,1710,6427,2214,283,618,369,697
1807,ASSAM,NALBARI,1,4,446,98,769919,10.72,90619.47,11.74,945,7.8,3.03,79.89,73.85,85.58,1052,69520,45675,1145,84,5,280,29,47,55,0,1645,998,39,0,187,24,1,54,0,1303,40,41,5,70,4,45,1,0,206,107,4,0,23,1,1,0,0,136,983,37,0,186,22,1,50,0,1279,998,39,0,249,28,1,54,0,1369,39,38,2,69,4,39,1,0,192,1142,84,5,240,28,47,48,0,1594,1133,81,5,278,29,47,54,0,1627,65280,7874,1082,20058,5400,10452,8576,0,118722,56082,3656,0,13980,5011,262,8511,0,87502,2229,3823,1082,5028,345,10174,65,0,22746,6969,395,0,1050,44,16,0,0,8474,54427,3429,0,13939,4620,262,7539,0,84216,2155,3564,684,4899,345,7563,65,0,19275,2745,363,0,1325,676,14,985,0,6108,260,454,124,417,74,731,14,0,2074,272,18,0,172,16,4,0,0,482,155,0,0,2,0,1,1,159,64,1,0,1,0,0,0,66,950,78,4,239,29,44,52,1396,355,31,3,147,26,12,32,606,386,63,4,79,24,34,41,631,1075,78,5,242,29,43,53,1525,1124,83,5,236,28,46,48,1570,1145,84,5,280,29,47,55,1645,181,66,4,100,24,36,53,464,11,27,3,50,23,18,47,179,724,34,0,89,4,4,15,870,736,35,0,90,5,7,19,892,87,31,3,25,2,21,1,170,998,39,0,247,27,1,53,1365,958,38,0,205,21,1,38,1261,998,39,0,247,27,1,53,1365,700,22,0,144,3,2,4,201,875,998,39,0,249,12,0,18,1316,3538,612,47,1051,188,451,288,6175,3277,835,124,1914,766,749,999,8664,987,357,68,426,175,302,247,2562,2290,478,56,1488,591,447,752,33051,3493,477,10942,2233,4566,4456,59218,888,11217,48,58,1229,845,145,24,1,93,42,16,35,63,29,7,26,15,12,14,67,9,0,49,22,10,13,25,12,0,14,5,13,2,349,74,6,232,36,41,86,127,40,5,72,15,28,24,440,26,5,138,1,7,0,170,22,7,28,0,2,1,2090,754,4264,1363,116,161,245,236
1808,ASSAM,DARRANG,1,3,547,95,908090,6.1,149653.23,19.51,923,4.34,0.91,64.55,60.4,68.36,1585,114256,74704,1192,75,3,243,20,50,44,0,1627,1098,25,1,132,19,0,41,0,1316,27,49,2,98,0,50,1,0,227,67,1,0,13,1,0,2,0,84,1074,25,1,126,16,0,38,0,1280,1098,26,1,230,19,0,42,0,1416,24,47,0,97,0,42,1,0,211,1189,75,3,216,19,50,34,0,1586,1191,74,3,241,20,50,44,0,1623,108232,9064,861,28321,5302,12253,6691,0,170724,103633,2832,539,19112,5230,0,5795,0,137141,1592,6182,322,7822,0,12253,415,0,28586,3007,50,0,1387,72,0,481,0,4997,99577,2832,539,18322,3307,0,5092,0,129669,1445,6005,0,7763,0,8991,415,0,24619,3374,221,23,978,500,0,678,0,5774,224,543,20,614,0,763,14,0,2178,147,4,0,96,17,0,27,0,291,196,1,0,10,0,0,0,207,48,0,0,0,0,0,0,48,968,71,3,225,20,47,43,1377,842,50,2,195,15,35,24,1163,402,54,2,69,16,40,30,613,1091,62,3,138,18,39,33,1384,1117,70,3,134,19,45,33,1421,1136,73,3,225,20,50,39,1546,125,43,3,82,19,34,42,348,15,19,3,49,15,18,36,155,485,13,0,43,2,2,5,550,509,16,0,54,4,5,7,595,272,43,3,14,2,33,1,368,1095,25,0,229,16,0,42,1407,993,18,0,147,12,0,30,1200,1085,25,0,229,16,0,42,1397,478,12,0,101,1,0,5,175,597,1096,25,1,228,19,0,40,1409,3587,588,50,934,114,548,186,6007,3745,768,43,1688,517,763,719,8243,1432,314,11,382,166,343,194,2842,2313,454,32,1306,351,420,525,55551,4072,375,16660,2246,5110,3875,87889,841,14795,115,135,1313,865,117,11,1,27,4,6,6,80,13,1,23,7,13,3,41,4,1,27,8,4,6,27,5,0,7,6,6,7,603,96,5,322,91,106,150,512,74,1,127,45,89,74,234,12,0,59,0,0,0,116,0,0,30,0,0,1,1655,686,2755,943,1002,930,1104,972
1809,ASSAM,MORIGAON,1,4,534,98,957853,7.65,159099.38,23.39,974,12.31,14.29,69.37,64.99,73.66,1551,119384,76786,1371,57,1,364,15,31,26,0,1865,1238,32,1,213,14,1,21,0,1520,11,25,0,149,1,30,2,0,218,122,0,0,2,0,0,3,0,127,1226,31,1,208,13,1,20,0,1500,1238,32,1,362,14,1,22,0,1670,9,24,0,148,0,25,1,0,207,1370,57,1,332,15,31,25,0,1831,1370,57,1,364,15,31,26,0,1864,111676,11484,418,41908,4186,9982,4197,0,183851,104324,7189,418,31009,4124,320,3875,0,151259,1083,4295,0,10800,62,9662,184,0,26086,6269,0,0,99,0,0,138,0,6506,103316,6431,418,30449,4037,320,3684,0,148655,929,3933,0,10740,0,7595,103,0,23300,3923,278,29,1372,373,12,315,0,6302,79,358,0,1056,20,617,22,0,2152,342,0,0,16,0,0,46,0,404,311,0,0,10,0,0,0,321,93,0,0,0,0,0,0,93,1024,55,1,321,15,30,26,1472,606,32,1,243,11,19,18,930,326,33,1,83,13,25,17,498,1281,55,1,275,14,31,25,1682,1298,57,1,275,15,31,25,1702,1348,56,1,358,15,31,26,1835,94,41,1,122,14,27,23,322,4,26,1,100,13,11,18,173,607,24,0,99,5,2,10,747,629,24,1,102,5,4,11,776,226,22,0,22,1,21,1,293,1235,32,0,346,14,1,21,1649,951,19,0,148,9,1,16,1144,1232,32,0,345,14,1,21,1645,487,2,0,69,0,0,3,145,561,1238,32,1,361,9,0,11,1652,3614,469,15,1412,86,354,137,6087,4344,636,29,2444,393,629,383,8858,1684,253,6,693,138,332,87,3193,2660,383,23,1751,255,297,296,56392,5592,191,23768,2144,4437,2370,94894,740,14231,84,104,1270,882,322,29,3,187,26,19,13,160,26,0,61,9,37,5,299,35,2,184,33,36,15,202,29,1,65,20,49,9,854,100,4,338,80,106,65,660,78,0,169,47,111,30,432,21,0,260,0,0,1,370,18,0,109,0,1,0,1881,930,3279,1493,716,585,853,677
1810,ASSAM,NAGAON,1,11,1312,251,2826006,13.03,446226.35,22.09,962,9.43,4.08,73.78,69.21,78.19,3973,336666,213719,3041,128,31,851,58,90,85,0,4284,2681,82,5,480,51,2,67,0,3368,42,40,26,316,7,82,13,0,526,318,6,0,55,0,6,5,0,390,2554,78,3,432,38,2,49,0,3156,2681,82,6,792,53,3,74,0,3691,39,36,23,305,3,63,11,0,480,3034,123,31,791,53,90,70,0,4192,3034,125,31,849,57,89,83,0,4268,318233,19744,9457,115088,12943,22387,13318,0,511170,291701,13809,2915,81552,12481,381,11700,0,414539,3477,5138,6542,29898,462,20640,1216,0,67373,23055,797,0,3638,0,1366,402,0,29258,274292,12000,1327,75363,8588,381,7939,0,379890,2912,4738,5885,29058,252,15849,1098,0,59792,9687,745,120,3417,1466,24,1113,0,16572,235,462,513,2363,122,1278,165,0,5138,974,50,0,386,0,97,64,0,1571,458,2,0,20,1,0,2,483,161,0,0,1,0,1,0,163,2696,126,28,802,57,85,82,3876,2095,96,22,661,42,65,54,3035,655,78,26,154,43,67,46,1069,2607,109,27,508,40,85,51,3427,2735,115,27,552,51,88,60,3628,2890,127,31,809,58,89,84,4088,547,79,25,286,56,77,74,1144,30,33,18,100,52,48,57,338,1792,56,5,285,9,3,8,2158,1839,60,8,313,16,11,15,2262,355,39,25,78,7,48,7,559,2674,82,0,774,52,1,71,3654,2260,71,0,435,36,1,51,2854,2668,82,0,766,52,1,71,3640,694,17,3,123,3,0,8,354,848,2678,82,4,790,49,2,68,3673,9206,856,349,3286,322,846,387,15252,10896,1257,633,6166,1588,1399,1342,23281,4457,540,254,1873,658,734,542,9058,6439,717,379,4293,930,665,800,161761,9537,4417,65340,6111,10069,7655,264890,2610,52355,178,189,2975,2163,675,55,35,356,76,62,52,372,40,16,114,45,51,35,374,17,10,145,17,18,8,249,8,6,57,23,22,9,1970,187,31,733,225,157,176,1471,136,37,380,194,187,174,1082,140,0,584,35,5,18,687,69,0,242,16,5,29,4611,2481,7823,4233,1707,1404,2473,2043
1811,ASSAM,SONITPUR,1,7,1533,179,1925975,8.89,267325.33,15.67,946,5.67,12.07,69.96,62.53,76.98,5204,203646,132283,2435,72,10,389,42,69,53,0,3070,2040,58,4,176,42,0,44,0,2364,12,14,6,175,0,68,5,0,280,383,0,0,38,0,1,4,0,426,1971,53,4,160,33,0,33,0,2254,2040,58,4,351,42,3,46,0,2544,10,14,4,170,0,52,3,0,253,2434,71,9,368,40,68,39,0,3029,2434,69,10,388,42,69,52,0,3064,192051,11435,5350,60595,10143,17810,13365,0,310749,167858,9791,2426,38087,10143,0,12560,0,240865,1047,1644,2924,19144,0,17461,608,0,42828,23146,0,0,3364,0,349,197,0,27056,160414,9124,2426,36158,7980,0,9652,0,225754,560,1644,1464,18763,0,13192,110,0,35733,5943,559,107,1323,1052,0,733,0,9717,90,140,69,1011,0,912,82,0,2304,993,0,0,230,0,15,37,0,1275,443,0,1,2,0,4,1,451,194,1,0,0,0,0,0,195,1895,67,9,342,41,58,51,2463,1604,46,6,310,33,51,35,2085,782,39,10,107,30,58,37,1063,1941,64,9,266,38,62,43,2423,2097,68,8,278,40,63,38,2592,2114,71,10,342,40,66,52,2695,336,45,10,137,42,56,48,674,35,31,7,71,37,27,40,248,1016,43,3,81,4,3,2,1152,1092,43,3,91,6,5,5,1245,498,5,4,29,0,27,1,564,2030,58,0,341,40,0,46,2515,1608,48,0,167,31,0,33,1887,2010,58,0,332,40,0,46,2486,906,15,1,65,1,9,4,212,1001,2036,58,0,345,30,0,24,2493,7028,519,129,1576,283,623,330,10488,7026,699,176,2564,1052,927,852,13296,2567,268,90,623,360,478,338,4724,4459,431,86,1941,692,449,514,96613,5584,2963,31420,4438,7707,7370,156095,2127,33262,117,103,1434,870,282,26,7,94,31,25,38,161,14,6,31,11,21,23,810,52,7,371,28,55,28,280,19,9,55,11,39,20,2039,149,9,713,208,155,167,1194,79,12,257,106,169,121,282,0,0,49,1,2,2,135,2,0,19,4,0,0,2975,1462,4635,2127,1196,1041,1614,1341
1812,ASSAM,LAKHIMPUR,1,6,993,165,1040644,8.77,150893.38,17.06,965,7.85,23.93,78.39,71.91,84.66,2277,114278,74445,2124,93,4,805,28,47,122,0,3223,1836,50,1,465,28,0,93,0,2473,13,43,3,295,0,47,15,0,416,275,0,0,45,0,0,14,0,334,1794,45,1,453,22,0,84,0,2399,1836,50,1,759,28,0,105,0,2779,12,40,2,293,0,30,13,0,390,2122,92,4,782,27,47,106,0,3180,2124,91,4,805,28,47,122,0,3221,111092,10813,1096,46498,5287,12465,10438,0,197689,101644,6386,553,32260,5287,0,8608,0,154738,672,4427,543,12946,0,12465,969,0,32022,8776,0,0,1292,0,0,861,0,10929,95527,5429,553,30131,3904,0,7481,0,143025,622,3863,410,12870,0,6945,842,0,25552,4435,494,14,2770,739,0,1276,0,9728,88,494,83,1959,0,873,224,0,3721,682,0,0,263,0,0,198,0,1143,267,2,0,38,0,0,0,307,179,0,0,0,0,0,0,179,1732,87,4,692,27,45,103,2690,1189,64,3,639,21,36,80,2032,529,54,4,179,20,35,43,864,1851,70,3,531,22,37,98,2612,1877,75,3,533,26,40,94,2648,1994,91,3,713,27,45,111,2984,199,52,4,186,28,36,92,597,112,28,3,112,27,26,58,366,1044,35,0,207,21,1,35,1343,1227,38,1,321,22,19,75,1703,177,31,2,26,0,18,2,256,1835,50,0,739,27,0,104,2755,1328,39,0,325,19,0,31,1742,1814,49,0,730,27,0,101,2721,1446,22,0,527,1,0,37,337,2033,1836,50,1,758,23,0,96,2764,5948,699,50,2849,146,451,457,10600,5205,988,97,4992,739,873,1698,14592,2058,425,45,1319,268,439,498,5052,3147,563,52,3673,471,434,1200,56451,4995,511,24157,2562,5537,5556,99769,1265,14959,211,213,2372,1349,214,26,8,199,25,16,58,116,11,1,59,17,23,8,833,97,5,1069,53,49,416,371,64,2,298,24,39,139,1288,225,20,1508,166,176,446,997,170,22,625,117,167,199,205,0,0,187,0,0,11,133,1,0,104,0,0,12,2166,1307,5651,2777,439,382,729,571
1813,ASSAM,DHEMAJI,1,3,1088,101,688077,7.04,99702.36,20.3,949,6.45,47.45,69.07,62.13,75.66,3237,76348,50110,1549,51,1,464,10,35,34,0,2144,1288,35,1,208,10,0,21,0,1563,5,16,0,250,0,35,10,0,316,256,0,0,6,0,0,3,0,265,1268,33,1,202,9,0,20,0,1533,1288,36,1,458,10,0,29,0,1822,5,12,0,246,0,31,10,0,304,1549,50,1,434,10,35,27,0,2106,1549,51,1,464,10,35,34,0,2144,71385,8863,262,36017,1823,11170,3341,0,132861,62170,4584,262,22110,1823,0,2220,0,93169,571,4279,0,13687,0,11170,955,0,30662,8644,0,0,220,0,0,166,0,9030,60593,4046,262,21674,1509,0,2177,0,90261,571,2040,0,13515,0,8501,955,0,25582,2686,262,4,1281,275,0,286,0,4794,49,186,0,1902,0,507,128,0,2772,558,0,0,39,0,0,38,0,635,310,2,1,8,0,2,3,326,189,2,0,0,0,0,0,191,1474,50,1,439,10,33,30,2037,1197,43,1,413,10,26,15,1705,378,25,1,95,9,25,6,539,1339,45,1,266,9,27,18,1705,1376,45,1,331,10,29,15,1807,1549,51,1,464,10,35,34,2144,107,28,1,103,9,25,19,292,2,25,0,96,10,19,9,161,401,19,1,68,3,0,2,494,418,20,1,76,3,1,2,521,289,15,0,2,1,18,2,327,1288,34,0,436,9,0,27,1794,964,25,0,125,9,0,10,1133,1288,34,0,435,9,0,27,1793,1050,10,0,219,0,0,6,252,1285,1287,34,0,458,8,0,27,1814,3763,327,1,1692,48,325,104,6260,3293,448,4,3222,275,507,452,8201,1145,174,2,796,85,217,135,2554,2148,274,2,2426,190,290,317,36729,4142,118,18872,548,4771,1894,67074,1170,14041,38,64,1925,847,109,11,0,85,9,4,3,29,5,0,27,5,11,3,920,94,1,1134,49,99,185,444,68,0,351,19,63,70,1015,147,1,1109,110,152,98,623,88,1,381,51,119,58,220,19,0,105,0,0,0,139,9,0,34,0,0,0,2212,1042,2553,1149,726,320,747,345
1814,ASSAM,TINSUKIA,1,5,816,99,1316948,19.97,175022.39,14.51,948,2.84,6.18,70.92,63.54,77.89,3790,132890,88059,1321,54,24,245,16,101,34,0,1795,1254,10,3,174,16,0,18,0,1475,34,40,21,55,0,101,11,0,262,33,4,0,16,0,0,5,0,58,1184,10,2,153,5,0,5,0,1359,1254,10,3,220,16,0,22,0,1525,29,39,12,52,0,79,6,0,217,1319,54,23,229,14,101,25,0,1765,1321,52,24,243,13,101,32,0,1786,110718,7345,9159,40541,4626,28611,4357,0,205357,107411,2176,1122,32442,4626,0,3349,0,151126,1713,4651,8037,7021,0,28611,841,0,50874,1594,518,0,1078,0,0,167,0,3357,97827,2176,602,29724,1273,0,975,0,132577,1355,4535,5233,6737,0,20563,413,0,38836,3420,84,42,1164,434,0,243,0,5387,176,435,593,293,0,1679,107,0,3283,79,35,0,93,0,0,38,0,245,111,0,0,3,0,1,1,116,65,0,0,0,0,0,0,65,1083,50,20,222,15,97,34,1521,1003,44,24,195,8,85,19,1378,666,40,23,125,16,88,25,983,1277,48,24,210,13,91,30,1693,1312,54,23,216,14,100,25,1744,1308,54,24,238,16,101,33,1774,247,35,24,121,16,87,28,558,9,20,19,106,16,72,22,264,635,8,1,95,11,4,14,768,648,9,2,101,11,5,15,791,186,40,7,16,0,61,6,316,1252,10,0,219,15,0,20,1516,1028,7,0,116,7,0,4,1162,1248,10,0,218,15,0,19,1510,482,10,1,43,1,4,10,150,551,1252,10,1,219,2,0,6,1490,4848,414,360,1245,140,1064,157,8228,3675,554,635,1550,434,1679,388,8915,1627,318,389,596,258,1058,198,4444,2048,236,246,954,176,621,190,56180,2998,4079,20813,1586,11966,2854,100476,1191,22226,321,231,1324,1959,96,8,15,23,12,26,13,88,16,21,29,8,44,5,295,38,6,146,14,77,6,217,30,8,89,25,136,10,1359,127,72,582,80,295,88,1016,176,91,331,116,468,74,1758,45,3,757,11,0,4,1378,31,0,463,8,0,5,1968,1294,2504,1710,462,658,487,686
